importId;prodProcess_code;name;priority;workCenter_code;description;minCapacityPerCycle;maxCapacityPerCycle;durationPerCycle_seconds
;PP-1064-1;FILETEADORA F4;9;"FILETEADORA ";"PROCESO DELANTERO: FILETEAR POSTERIOR PARA FIJAR FORRO (PIERNAS)(Y MARQUILLAR SI EL DISEÑO LO REQUIERE) SEGUN REFERENCIA
PUNTADAS POR PULGADAS P X P: 12
RECORRIDO OPERACIONAL DELANTERO : FILETEAR POSTERIOR COMPLETO 50 X H, VER MUESTRA FISICA";0;0;0
;PP-1064-1;COLLARIN (3 AGUJAS CON RECUBRIDOR) C12;10;COLLARIN (3 AGUJAS CON RECUBRIDOR);"PROCESO DELANTERO: FIJAR FORROS DE DELANTERO SIN DEJAR PESTAÑA CON LA AGUJA QUE CAE AL ORILLO, SEGUN REFERENCIA 
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : FIGURAR DELANTERO 75 X H, VER MUESTRA FISICA";0;0;0
;PP-1064-1;COLLARIN (3 AGUJAS CON RECUBRIDOR) C1;11;COLLARIN (3 AGUJAS CON RECUBRIDOR);"PROCESO DELANTERO: FIJAR FORRO POR LA LYCRA SOBRE LA MARCACION (COLA COSTADO) X 2, EL REVEZ ES EL POWERNET DEVOLVER A ALFILERADO
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : FIGURAR POSTERIOR 75 X H, VER MUESTRA FISICA";0;0;0
;PP-1064-1;FLATSE MEAR FL2;12;"FLATSE MEAR ";"PROCESO DELANTERO: UNIR COSTADOS Y POSTERIOR ESPALDA
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : UNIR COSTADO 60 X H, VER MUESTRA FISICA";0;0;0
;PP-1064-1;COLLARIN (3 AGUJAS CON RECUBRIDOR) C5;13;COLLARIN (3 AGUJAS CON RECUBRIDOR);"PROCESO DELANTERO: FIJAR RESORTE EN CONTORNO SUPERIOR SEGUN DISEÑO, (Y EN PIERNA SI EL DISEÑO LO REQUIERE) QUÉ LA PESTAÑA NO SEA SUPERIOR A 2mm
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : FIJAR RESORTE CON FOLDER 100 X H, VER MUESTRA FISICA";0;0;0
;PP-1064-1;COLLARIN (3 AGUJAS CON RECUBRIDOR) C4;14;COLLARIN (3 AGUJAS CON RECUBRIDOR);"PROCESO DELANTERO: FIJAR ENCAJE EN PIERNA Y COLOCAR ENCAJE EN IMPERIO (SUPERIOR) SI LA PRENDA LO REQUIERE),QUÉ LA PESTAÑA NO SEA SUPERIOR A 2mm PARA ENCAJE SILICONADO 5 CM Y SIN CAERCE DE LA MORA PARA EL ENCAJE CELESTIAL 3 CM
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : FIJAR ENCAJE CON FOLDER 75 X H, VER MUESTRA FISICA";0;0;0
;PP-1064-1;FLATSE MEAR FL5;15;"FLATSE MEAR ";"PROCESO DELANTERO: UNIR POSTERIOR SEGUN REFERENCIA
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : UNIR DELANTEROS A PANTY, VER MUESTRA FISICA";0;0;0
;PP-1064-1;FLATSE MEAR FL3;16;"FLATSE MEAR ";"PROCESO DELANTERO: SE UNE LA ENTREPIERNA 
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : UNIR ENTREPIERNA 55 X H, VER MUESTRA FISICA";0;0;0
;PP-1064-1;COLLARIN (2 AGUJAS SIN RECUBRIDOR) C8;17;COLLARIN (2 AGUJAS SIN RECUBRIDOR);"PROCESO DELANTERO: SESGAR PRENDA SEGUN REFERENCIA (SI TIENE VELCRO CON SESGO ALGODON)
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO : SESGAR 75 X H, VER MUESTRA FISICA";0;0;0
;PP-1064-1;PRESILLADORA PR2;18;PRESILLADORA;"PROCESO DELANTERO: SE PRESILLA DE ACUERDO A LA REF., VER MUESTRA FISICA (PRENDAS ABIERTAS EN LA PARTE INTIMA CON ABROCHADURA EN FRENTE LLEVA Z DE 9 MM CON ANEXO DE PASADORES PARA Z)
PUNTADAS POR PULGADAS P X P: 20
RECORRIDO OPERACIONAL DELANTERO : PRESILLAR COMPLETO 30X H, VER MUESTRA FISICA";0;0;0
;PP-1097-1;PRE VERIFICACION;1;;TODAS LAS PUNTADAS SE DEBEN DE VERIFICAR QUE NO REVIENTEN ANTES DE INICIAR EL PROCESO EN LAS PRENDAS;0;0;0
;PP-1097-1;MANUAL A1;2;MANUAL;"PROCESO UNIDO: ALFILERAR LYCRA CON POWERNET (EL POWERNET POR EL REVEZ) DEJANDO 1.5 CM DE LYCRA TABITA SALIDA DEL POWERNET EN LA PIERNA (MEDIDA DE DOBLADILLO), DEL-POST UNIDOS X 2
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: ALFILERAR DELANTERO 40 X H";0;0;0
;PP-1097-1;OBSERVACION 1;3;;EN LA PARTE INFERIOR PIERNAS TIENE PIQUETES QUE DEJA DE SOBRANTE 2 CM DE LYCRA PARA EL DOBLADILLO;0;0;0
;PP-1097-1;FILETEADORA F1-F3;4;"FILETEADORA ";"PROCESO UNIDO: FILETEAR CONTORNO DEJANDO EN LA PIERNA 1.5 CM DE LYCRA TABITA SALIDA DEL POWERNET EN LA PIERNA (MEDIDA DE DOBLADILLO), MARQUILLAR EN POSTERIOR POR EL REVEZ LADO IZQUIERDO A 4 CM DEL ORILLO
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: FILETEAR CONTORNO 70XH";0;0;0
;PP-1097-1;COLLARIN C5;5;COLLARIN;"PROCESO UNIDO: COLOCAR RESORTE DE LUJO SILICONDO 3.5 CM EN CONTORNO IMPERIO
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: PEGAR RESORE 100 X H";0;0;0
;PP-1097-1;FLATSE MEAR FL5;6;"FLATSE MEAR ";"PROCESO UNIDO: UNIR POSTERIOR COMPLETO, NO LLEVA HUECO DE ENTREPIERNA
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: PREPARAR POSTERIOR 27 X H";0;0;0
;PP-1097-1;Z3 Z4;7;Z3;"PROCESO UNIDO: COLOCAR RESORTE DE COLA, INICIA EN EL RESORTE Y QUEDA LISO EL RECORRIDO HASTA LA COLA, SE ESTIRA SOLO EL RECORRIDO DE LA COLA (HUECO), QUEDA LISO EN LA PARTE INFERIOR PARTE INTIMA
PUNTADAS POR PULGADAS P X P: ANCHO 0,4 LARGO 0,3 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: PEGAR RESORTE COLA 50 X H";0;0;0
;PP-1097-1;FLATSE MEAR FL3;8;"FLATSE MEAR ";"PROCESO UNIDO: UNIR EN LA ENTREPIERNA COMPLETO (NO TIENE HUECO DE ENTREPIERNA)
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: UNIR ENTREPIERNA 55 X H";0;0;0
;PP-1097-1;COLLARIN C6;9;COLLARIN;"PROCESO UNIDO: HACER DOBLADILLO EN PIERNA CON PLANTILLA A 2 CM 
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: DOBLADILLOS 30 X H";0;0;0
;PP-1097-1;PRESILLADORA PR2;10;PRESILLADORA;"PROCESO UNIDO: PRESILLAR EN PIERNA FINAL COSTURA DE LA FLATSE MEAR , PRESILLAR EN PARTE SUPERIOR POSTERIOR RESORTE FINAL DE COSTURA DE LA FLATSEMEAR
PUNTADAS POR PULGADAS P X P: 20
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: PRESILLAR COMPLETO X 30 PRESILLAS 30X H";0;0;0
;PP-1309-1;PRE VERIFICACION;1;;TODAS LAS PUNTADAS SE DEBEN DE VERIFICAR QUE NO REVIENTEN ANTES DE INICIAR EL PROCESO EN LAS PRENDAS. EL POWERNET SE COLOCA POR EL REVEZ;0;0;0
;PP-1309-1;CORTE CO1;2;CORTE;"PROCESO UNIDO: CORTAR SEGUN MINI TRAZO, VERIFICAR LAS ESPECIFICACIONES DEL MINI TRAZO, VERIFICAR QUE LAS LETRAS DEL TRAZO NO ESTEN MONTADAS, CORTE ENTREGA 1 TRAZO POR CADA COLOR A CORTAR, ASI TODAS LAS PIEZAS QUEDAN CON SU RESPECTIVO MOLDE. ENTREGAR REF COMPLETA A MODULO DE ALFILERADO, MARCAR LOS TIQUETES SEGUN PAQUETE CON LA REFERENCIA Y NOMBRE QUE CORRESPONDE DEL CLIENTE, PAQUETEADO POR SEPARADO DELANTEROS Y POSTERIORES, COLAS, COPAS, MANGAS PAQUETEANDO POR SEPARADO Y EN BOLSAS TRANSPARENTES CON TIQUETES MARCADOS EN REF, TALLA, COLOR, MARQUILLA, PAQUETE, CLIENTE. 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: CORTAR SEGUN MINI TRAZO, VER MUESTRA FISICA";0;0;0
;PP-1309-1;CORTE CC;3;CORTE;"PROCESO UNIDO: SE ENVIAN PIEZAS MARCADAS CON COLA PREHORMADA CON SU CORRESPONDIENTE MOLDE DE PAPEL A MODULO DE PREHORMADO (LAS COLAS)
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: ENVIAR (COLAS) A MODULO DE PREHORMADO, VER MUESTRA FISICA";0;0;0
;PP-1309-1;PREHORMA PHB;4;PREHORMA;"PROCESO UNIDO: PREHORMAR COPAS CON LA RESPECTIVA PLANTILLA SEGUN TALLA Y ENTREGAR AL MISMO CORTADOR
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: PREHORMAR COPAS CON PLANTILLA SEGUN TALLA, VER MUESTRA FISICA";0;0;0
;PP-1309-1;CORTE CO2;5;CORTE;"PROCESO UNIDO: ENTREGAR REF COMPLETA A MODULO DE ALFILERADO, MARCAR LOS TIQUETES SEGUN PAQUETE CON LA REFERENCIA Y NOMBRE QUE CORRESPONDE DEL CLIENTE, PAQUETEADO POR SEPARADO DELANTEROS Y POSTERIORES, COLAS, COPAS, MANGAS PAQUETEANDO POR SEPARADO Y EN BOLSAS TRANSPARENTES CON TIQUETES MARCADOS EN REF, TALLA, COLOR, MARQUILLA, PAQUETE, CLIENTE. 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: ENTREGAR A ALFILERADO, VER MUESTRA FISICA";0;0;0
;PP-1309-1;MANUAL MN4;6;MANUAL;"PROCESO UNIDO: CORTAR ABROCHADURA SEGUN REFERENCIA Y TALLA, VERIFICAR CON MANUAL 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: CORTAR ABROCHADURA 4 HILERAS, VER MUESTRA FISICA";0;0;0
;PP-1309-1;ALFILERADO A1B;7;ALFILERADO;"PROCESO UNIDO: ALFILERAR DELANTERO CON DELANTERO FORRO DE ACUERDO A REFERENCIA + (DELANTERO FORRO INTERNO SI LO TIENE) ALFILERAR COPAS SEGUN DISEÑO ENTREGAR REFERENCIA A PRODUCCION 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: ALFILERAR DELANTERO (LA REF LLEVA COPAS) 40 X H, VER MUESTRA FISICA";0;0;0
;PP-1309-1;FILETEADORA F1;8;"FILETEADORA ";"PROCESO UNIDO: FIJAR FORRO DELANTERO (Y COPAS SI LAS TIENE)
PUNTADAS POR PULGADAS P X P: 12
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: FILETEAR DELANTERO COMPLETO 50 X H, VER MUESTRA FISICA";0;0;0
;PP-1309-1;COLLARIN (3 AGUJAS CON RECUBRIDOR) C12;9;COLLARIN (3 AGUJAS CON RECUBRIDOR);"PROCESO UNIDO: FIJAR FORROS DE DELANTERO SIN DEJAR PESTAÑA CON LA AGUJA QUE CAE AL ORILLO, SEGUN REFERENCIA 
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: FIGURAR DELANTERO 75 X H, VER MUESTRA FISICA";0;0;0
;PP-1309-1;OBSERVACION 1;10;;COLAS CON 3 PINZAS C/U;0;0;0
;PP-1309-1;PLANA PINZAS P5;11;PLANA PINZAS;"PROCESO UNIDO: HACER PINZAS A COLAS, PIQUETES DE GUIA
PUNTADAS POR PULGADAS P X P: 20
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: PINZA X2 30 X H, X3 25 X H, VER MUESTRA FISICA";0;0;0
;PP-1309-1;ALFILERADO A5;12;ALFILERADO;"PROCESO UNIDO: ALFILERAR POSTERIOR CON POSTERIOR FORRO (+ POSTERIOR EXTERNO LYCRA SI LA REFERENCIA LO TIENE) SEGUN DISEÑO, ENTREGAR REFERENCIA A PRODUCCION 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: ALFILERAR POSTERIOR X2, VER MUESTRA FISICA";0;0;0
;PP-1309-1;COLLARIN (3 AGUJAS CON RECUBRIDOR) C17;13;COLLARIN (3 AGUJAS CON RECUBRIDOR);"PROCESO UNIDO: UNIR COLAS Y PIERNAS SEGUN DISEÑO, PIQUETES DE INDICACION TENER EN CUENTA (SI ES CON CIERRE DE ENTREPIERNA (SE UNE HASTA EL INICIO DE LA COLA O CUADRO DE CIERRE), CON PROTECTOR INTIMO ABIERTA DE ENTREPIERNA (SE DEJA ABIERTO 12 CM EN EL POSTERIOR), HUECO DE ENTREPÍERNA (LLEVA PIQUEES DE INDICACION O ES CERRADA LA ENTREPIERNA)
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: UNIR COLA Y PIERNA CON LA ESPALDA 45 X H, VER MUESTRA FISICA";0;0;0
;PP-1309-1;FILETEADORA F26;14;"FILETEADORA ";"PROCESO UNIDO: FILETEAR COPAS PREHORMADAS Y POSTERIOR (SI EL DISEÑO LO REQUIERE MARQUILLAR EN PARTE SUPERIOR PIQUETE POR EL REVEZ) 
PUNTADAS POR PULGADAS P X P: 10
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: FILETEAR COPAS Y POSTERIOR, VER MUESTRA FISICA";0;0;0
;PP-1309-1;FILETEADORA LOOPER CIEGO F24;15;"FILETEADORA LOOPER CIEGO ";"PROCESO UNIDO: UNIR ALETILLON A LA ABROCHADURA EN LA PARTE INFERIOR HORIZONTALMENTE (PUNTADA CERRADA) Y ABRIR COSTURA 
PUNTADAS POR PULGADAS P X P: 15
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: UNIR ALETILLON A LA ABROCHADURA , VER MUESTRA FISICA";0;0;0
;PP-1309-1;FILETEADORA FILETE PERLA F13;16;FILETEADORA FILETE PERLA;"PROCESO UNIDO: FILETEAR PROTECTOR INTIMO O ALETILLON = (PREPARAR ALETILLON CON CIERRE DE ENTREPIERNA SEGUN MEDIDA POR REF Y TALLA)
PUNTADAS POR PULGADAS P X P: 20
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: FILETE PERLA ALETILLON 200 X H, VER MUESTRA FISICA";0;0;0
;PP-1309-1;OBSERVACION 2;17;;LA COPA DEBE DE QUEDAR DE LA MISMA MEDIDA DEL IMPERIO DEL DELANTERO (SURSIR LO NECESARIO);0;0;0
;PP-1309-1;COLLARIN (3 AGUJAS CON RECUBRIDOR) C15;18;COLLARIN (3 AGUJAS CON RECUBRIDOR);"PROCESO UNIDO: FIJAR RESORTE EN LA PARTE INFERIOR DE LA COPA, Y EN EL RECORRIDO DEL DELANTERO (SE ZURCE SEGUN DISEÑO) VERIFICAR QUÉ LA PESTAÑA NO SEA SUPERIOR A 2mm 
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: FIJAR RESORTE COPAS 45 X H, VER MUESTRA FISICA";0;0;0
;PP-1309-1;FILETEADORA FR;19;"FILETEADORA ";"PROCESO UNIDO: UNIR DELANTERO A COPAS EN EL COSTADO SOBREPONIENDO LA COPA SOBRE EL CUERPO DELANTERO EN EL COSTASDO RESORTE SOBRE RESORTE PAREJO 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: FILETEAR DELANTERO CON COPA 120 X H, VER MUESTRA FISICA";0;0;0
;PP-1309-1;FLATSE MEAR FL2;20;"FLATSE MEAR ";"PROCESO UNIDO: UNIR COSTADOS Y POSTERIOR ESPALDA
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: UNIR COSTADO 60 X H, VER MUESTRA FISICA";0;0;0
;PP-1309-1;COLLARIN (3 AGUJAS CON RECUBRIDOR) C4;21;COLLARIN (3 AGUJAS CON RECUBRIDOR);"PROCESO UNIDO: FIJAR ENCAJE EN PIERNA Y COLOCAR ENCAJE EN IMPERIO (SUPERIOR) SI LA PRENDA LO REQUIERE),QUÉ LA PESTAÑA NO SEA SUPERIOR A 2mm PARA ENCAJE SILICONADO 5 CM Y SIN CAERCE DE LA MORA PARA EL ENCAJE CELESTIAL 3 CM
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: FIJAR ENCAJE CON FOLDER 75 X H, VER MUESTRA FISICA";0;0;0
;PP-1309-1;FLATSE MEAR FL3;22;"FLATSE MEAR ";"PROCESO UNIDO: SE UNE LA ENTREPIERNA 
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: UNIR ENTREPIERNA 55 X H, VER MUESTRA FISICA";0;0;0
;PP-1309-1;MANUAL M9;23;MANUAL;"PROCESO UNIDO: COLOCAR ABROCHADURA HILERAS CONTINUAS FILEATADA CON LOOPER CIEGO CON EL CIERRE Y ALETILLON EN DELANTERO Y FIJAR CIERRE DE ENTREPIERNA COMPLETO, SEGUN TALLA, SE COLOCA LA HEMBRA FIJANDOLA CON CINTA DOBLE FAZ, EL MACHO SE FIJA EN PLANA 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: UNIR ABROCHADURA 70 X H, VER MUESTRA FISICA";0;0;0
;PP-1309-1;COLLARIN (2 AGUJASCON RECUBRIDOR) C30;24;COLLARIN (2 AGUJASCON RECUBRIDOR);"PROCESO UNIDO: FIJAR CIERRE PREPARADO CON ABROCHADURA HILERA CONTINUA Y ALETILLON EN DELANTERO COMPLETO, SEGUN TALLA, EL MACHO SE FIJA EN PLANA
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: UNIR CIERRE PREPARADO CON ABROCHADURA, VER MUESTRA FISICA";0;0;0
;PP-1309-1;PLANA P2;25;PLANA;"PROCESO UNIDO: FIJAR ABROCHADURA HILERAS CONTINUAS AL DELANTERO 
PUNTADAS POR PULGADAS P X P: 14
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: FIJAR ABROCHADURA HILERAS CONTINUAS 30 X H, VER MUESTRA FISICA";0;0;0
;PP-1309-1;FILETEADORA FILETE PERLA F14;26;FILETEADORA FILETE PERLA;"PROCESO UNIDO: FILETEAR ALETILLON DE ENTREPIERNA POR EL REVEZ PARTE POSTERIOR FINAL DE CIERRE
PUNTADAS POR PULGADAS P X P: 20
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: FILETE PERLA ALETILLON (EMPAREJAR) 200 X H, VER MUESTRA FISICA";0;0;0
;PP-1309-1;FILETEADORA FILETE PERLA F21;27;FILETEADORA FILETE PERLA;"PROCESO UNIDO: UNIR MANGA POR EL DERECHO, COLOCAR MANGA EN SISA DE LA PRENDA SEGUN LA REFERENCIA
PUNTADAS POR PULGADAS P X P: 10
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: COLOCAR MANGA, VER MUESTRA FISICA";0;0;0
;PP-1309-1;FILETEADORA F11;28;"FILETEADORA ";"PROCESO UNIDO: EMPAREJAR POSTERIOR SUPERIOR Y MARQUILLAR (Y DELANTERO SI EL DISEÑO LO NESECITA) 
PUNTADAS POR PULGADAS P X P: 10
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: EMPAREJAR PARTE SUPERIOR ESPALDA X2 60 X H, X1 120 X H, VER MUESTRA FISICA";0;0;0
;PP-1309-1;COLLARIN (2 AGUJAS SIN RECUBRIDOR) CAR;29;COLLARIN (2 AGUJAS SIN RECUBRIDOR);"PROCESO UNIDO: SESGAR PARTE SUPERIOR (SI TIENE VELCRO CON SESGO ALGODON)
PUNTADAS POR PULGADAS P X P: 16
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: SESGAR SUPERIOR 100 X H, VER MUESTRA FISICA";0;0;0
;PP-1309-1;PRESILLADORA PR2;30;PRESILLADORA;"PROCESO UNIDO: SE PRESILLA DE ACUERDO A LA REF., VER MUESTRA FISICA (PRENDAS ABIERTAS EN LA PARTE INTIMA CON ABROCHADURA EN FRENTE LLEVA Z DE 9 MM CON ANEXO DE PASADORES PARA Z)
PUNTADAS POR PULGADAS P X P: 20
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: PRESILLAR COMPLETO 30X H, VER MUESTRA FISICA";0;0;0
;PP-1309-1;OBSERVACION 3;31;;SE COLOCA EL TACHE PERFORANDO ANTES DE FIJAR LOS TACHES, LLEVA 2 A CADA LADO;0;0;0
;PP-1309-1;MANUAL M12;32;MANUAL;"PROCESO UNIDO: MARCAR Y PEGAR TACHES EN DELANTERO, SE DEBE DE HACER LA PERFORACION ANTES DE HACER PRESION PARA COLOCAR EL TACHE, ESTO SE HACE DE FORMA MANUAL EJERCIENDO PRESION CON LA PUNTILLA DEL TACHE 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: PEGAR TACHES, VER MUESTRA FISICA";0;0;0
;PP-1309-1;PRODUCCION TERMINADO P.T.;33;PRODUCCION TERMINADO;"PROCESO UNIDO: SE ENTREGA PRENDA VERIFICANDO PAQUETE, TALLA, COLOR, CLIENTE Y MARQUILLA, SE ENTREGAN LOS PAQUETES COMPLETOS AL MODULO DE CALIDAD 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: ENTREGAR A CALIDAD, VER MUESTRA FISICA";0;0;0
;PP-1309-1;CALIDAD CL;34;CALIDAD;"PROCESO UNIDO: VERIFICAR CON EL PAQUETE QUE RECIBE COMPLETA LA ORDEN DEL PEDIDO, VERIFICAR QUE LA REFERENCIA SI CORRESPONDE AL DISEÑO DEL TIQUETE, SE VERIFICA CON MUESTRA FISICA QUE LA PRENDA CORRESPONDE A LA SOLICITADA EN EL PAQUETE, PULIR HEBRAS, QUEMAR TERMINACIONES LEVEMENTE PARA SELLAR ORILLOS (SOLO LO QUE ESTA APROBADO DE SER SELLADO), REVISAR PRENDA QUE NO TENGA SALTOS, QUE NO ESTEN RECOGIDAS LAS COSTURAS, QUE ESTE LIMPIA, QUE COINSIDA LAS MEDIDAS CON LA TALLA (MARQUILLA) REVISAR SI LLEVA MARQUILLA IMPORTADOR, REVISAR SIMETRIA DE LA PRENDA, SI TIENE CIERRE Y CIERRE DE ENTREPIERNA REVISAR QUE SUBA Y BAJE SIN NINGUN OBSTACULO, VERIFICAR QUE EL CIERRE NO ESTE BOLERUDO O SURCIDO Y QUE NO TENGA ARRUGAS, SI TIENE BROCHE REVISAR QUE TODOS LOS GANCHOS ESTEN PAREJOS, BIEN COSIDOS Y QUE NO FALTE NINGUNO, SI HAY VARILLAS REVISAR QUE NO TENGAN ARRUGAS LOS TAPA VARILLAS Y VERIFICAR QUE ESTEN COMPLETAS LAS VARILLAS, REVISAR QUE ESTEN COMPLETAS TODAS LAS COSTURAS QUE CORRESPONDEN DE LAS DIFERENTES MAQUINAS, REVISAR QUE LAS PUNTADAS POR PULGADAS SEAN LAS APROBADAS, SE DEJA LA PRENDA CERRADA LISTA PARA EMPAQUE 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: RECIBIR CON PAQUETES, VER MUESTRA FISICA";0;0;0
;PP-1309-1;EMPAQUE EMP;35;"EMPAQUE ";"PROCESO UNIDO: SE RECIBE PRODUCCION CON CALIDAD, CERRADA Y PULIDA, SE VERIFICA CON PAQUETE, SE LE COLOCA LAS LAMINAS Y STIKER CORRESPONDIENTES SEGUN PAQUETE, SE EMPACA EN BOLSA SEGUN EL DISEÑO, SE ENTREGA PRODUCCION COMPLETA AL AREA DE BODEGA
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: RECIBIR CON PAQUETE, VER MUESTRA FISICA";0;0;0
;PP-1310-1;PRE VERIFICACION;1;;TODAS LAS PUNTADAS SE DEBEN DE VERIFICAR QUE NO REVIENTEN ANTES DE INICIAR EL PROCESO EN LAS PRENDAS. EL POWERNET SE COLOCA POR EL REVEZ;0;0;0
;PP-1310-1;CORTE CO1;2;CORTE;"PROCESO UNIDO: CORTAR SEGUN MINI TRAZO, VERIFICAR LAS ESPECIFICACIONES DEL MINI TRAZO, VERIFICAR QUE LAS LETRAS DEL TRAZO NO ESTEN MONTADAS, CORTE ENTREGA 1 TRAZO POR CADA COLOR A CORTAR, ASI TODAS LAS PIEZAS QUEDAN CON SU RESPECTIVO MOLDE. ENTREGAR REF COMPLETA A MODULO DE ALFILERADO, MARCAR LOS TIQUETES SEGUN PAQUETE CON LA REFERENCIA Y NOMBRE QUE CORRESPONDE DEL CLIENTE, PAQUETEADO POR SEPARADO DELANTEROS Y POSTERIORES, COLAS, COPAS, MANGAS PAQUETEANDO POR SEPARADO Y EN BOLSAS TRANSPARENTES CON TIQUETES MARCADOS EN REF, TALLA, COLOR, MARQUILLA, PAQUETE, CLIENTE. 
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: CORTAR SEGUN MINI TRAZO, VER MUESTRA FISICA";0;0;0
;PP-1310-1;CORTE CC;3;CORTE;"PROCESO UNIDO: SE ENVIAN PIEZAS MARCADAS CON COLA PREHORMADA CON SU CORRESPONDIENTE MOLDE DE PAPEL A MODULO DE PREHORMADO (LAS COLAS)
PUNTADAS POR PULGADAS P X P: 
RECORRIDO OPERACIONAL DELANTERO Y POSTERIOR UNIDOS: ENVIAR (COLAS) A MODULO DE PREHORMADO, VER MUESTRA FISICA";0;0;0
